Segundos;Tª Agua Entrada;Tª Agua Salida;Caudal Aire Prim;Cauda Aire Sec;Tª Humos;Tª Chimenea;Caudal Agua;Peso Pellet (kg);O2 (%);TC1;TC2;TC3;TC4;TC5;TC6;TC7;Comment;NO (ppm) corr;NOx (ppm) corr;CO (ppm) corr;CO2 (%) corr
0;15.746056;16.248011;25.300537;28.023792;57.464167;21.189251;8.999492;20.541424;17.98;0;0;0;0;0;0;0;05/05/2017 10:49:25;-64.06953642;-3.205298013;8377.483444;8.122516556
4.999286;16.478212;17.526586;33.681692;41.520209;101.249081;28.331965;2.975522;26.099868;17.86;0;0;0;0;0;0;0;05/05/2017 10:49:30;-59.09872611;-2.977707006;8057.324841;8.267515924
9.999572;16.804965;18.337374;36.484411;48.616274;125.242305;32.843183;-0.061828;28.677943;17.83;0;0;0;0;0;0;0;05/05/2017 10:49:35;-57.22082019;-2.845425868;7981.072555;8.397476341
14.999858;16.728737;18.389453;38.460387;49.039634;127.716353;33.800659;-0.084023;28.686687;17.79;0;0;0;0;0;0;0;05/05/2017 10:49:40;-55.13707165;-2.741433022;8224.299065;8.429906542
19.999144;16.772616;18.280415;38.780532;49.028615;129.330842;33.813067;-0.070795;28.797255;17.73;0;0;0;0;0;0;0;05/05/2017 10:49:45;-52.00611621;-2.590214067;8073.394495;8.510703364
24.99943;16.617185;18.300041;37.48041;49.224873;132.171766;34.45016;-0.026892;28.87957;17.72;0;0;0;0;0;0;0;05/05/2017 10:49:50;-50.4054878;-2.515243902;8048.780488;8.652439024
29.999716;16.644618;18.383994;36.991939;50.485056;134.586221;33.857132;-0.059043;28.73877;17.77;0;0;0;0;0;0;0;05/05/2017 10:49:55;-48.86996904;-2.452012384;8173.374613;8.786377709
35.000002;16.682957;18.242553;40.952635;50.494538;137.078723;34.762838;-0.098624;28.815918;17.7;0;0;0;0;0;0;0;05/05/2017 10:50:00;-45.5;-2.266666667;8000;8.6
39.999288;16.618699;18.192292;45.081794;51.183197;142.801422;35.788192;-0.08731;28.805538;17.67;0;0;0;0;0;0;0;05/05/2017 10:50:05;-43.5045045;-2.18018018;7927.927928;8.555555556
44.999574;16.599488;18.26257;43.203467;50.998059;153.376286;36.401799;-0.112083;28.64965;17.7;0;0;0;0;0;0;0;05/05/2017 10:50:10;-42.3;-2.1;8000;8.7
49.99986;16.761607;18.321888;41.376827;49.826257;165.492216;36.294314;-0.090485;28.694861;17.56;0;0;0;0;0;0;0;05/05/2017 10:50:15;-37.57267442;-1.886627907;7674.418605;8.409883721
54.999146;16.835273;18.473186;42.642486;49.030239;175.544234;36.426207;-0.048012;28.754266;16.77;0;0;0;0;0;0;0;05/05/2017 10:50:20;-29.38534279;-1.456264775;6241.134752;7.333333333
59.999432;16.842557;18.399714;45.800402;47.765267;182.935319;36.099069;-0.123365;28.672846;15.88;0;0;0;0;0;0;0;05/05/2017 10:50:25;-23.33203125;-1.16015625;5371.09375;8.55078125
64.999718;16.739444;18.297851;42.332523;46.998321;188.399701;36.237586;-0.115539;28.652778;15.5;0;0;0;0;0;0;0;05/05/2017 10:50:30;-20.9;-1.04;5200;8.9
70.000004;16.832976;18.324031;44.014215;48.184648;195.129376;36.751684;-0.062228;28.737843;15.24;0;0;0;0;0;0;0;05/05/2017 10:50:35;-18.86805556;-0.935763889;5347.222222;9.28125
74.99929;16.881116;18.323724;46.916785;49.049284;198.856791;37.423327;-0.077921;28.756717;15.21;0;0;0;0;0;0;0;05/05/2017 10:50:40;-17.80138169;-0.892918826;5509.499136;9.404145078
79.999576;16.932102;18.317698;44.198075;47.160571;201.845238;37.385104;-0.057494;28.895217;15.14;0;0;0;0;0;0;0;05/05/2017 10:50:45;-16.96928328;-0.844709898;5819.112628;9.40443686
84.999862;16.912223;18.366436;46.438124;46.156935;205.264681;37.945301;-0.054213;28.835589;15.09;0;0;0;0;0;0;0;05/05/2017 10:50:50;-15.91370558;-0.800338409;5583.756345;9.492385787
89.999148;16.903105;18.415365;45.889264;47.696207;209.389094;38.156374;-0.035788;28.804914;15.1;0;0;0;0;0;0;0;05/05/2017 10:50:55;-14.84067797;-0.745762712;5593.220339;9.527118644
94.999434;16.769035;18.437936;43.064038;48.846261;212.934516;37.927122;-0.040937;28.820984;15.02;0;0;0;0;0;0;0;05/05/2017 10:51:00;-13.74080268;-0.680602007;5518.394649;9.473244147
99.99972;16.751455;18.457888;41.884557;49.298541;215.278874;37.295202;-0.035766;28.920103;14.87;0;0;0;0;0;0;0;05/05/2017 10:51:05;-11.73572594;-0.592169657;5562.805873;9.492659054
105.000006;16.730895;18.342402;45.168798;47.914265;218.632509;37.22608;-0.055465;28.812298;14.81;0;0;0;0;0;0;0;05/05/2017 10:51:10;-10.25363489;-0.515347334;5686.591276;9.525040388
109.999292;16.800967;18.336145;46.117464;46.010957;221.117599;37.580935;-0.04443;28.83015;14.73;0;0;0;0;0;0;0;05/05/2017 10:51:15;-7.736842105;-0.385964912;5789.473684;9.49122807
114.999578;16.841184;18.342087;47.593758;45.519526;223.996674;37.895441;-0.034145;29.002637;14.7;0;0;0;0;0;0;0;05/05/2017 10:51:20;-5.901587302;-0.296825397;6111.111111;9.550793651
119.999864;16.796854;18.236638;46.099771;46.556424;226.613109;38.470521;-0.007924;28.900542;14.79;0;0;0;0;0;0;0;05/05/2017 10:51:25;-3.082125604;-0.15942029;6199.677939;9.671497585
124.99915;16.790064;18.351876;48.801996;47.423307;228.2846;38.334086;-0.024404;28.911246;14.86;0;0;0;0;0;0;0;05/05/2017 10:51:30;-1.128664495;-0.053745928;6091.205212;9.602605863
129.999435;16.812009;18.356211;44.156683;46.930391;229.206758;39.083117;-0.044998;28.845118;14.82;0;0;0;0;0;0;0;05/05/2017 10:51:35;1.762135922;0.088996764;6051.779935;9.558252427
134.999722;16.74249;18.411477;43.432595;48.182383;230.795994;39.489759;-0.074741;29.008228;14.78;0;0;0;0;0;0;0;05/05/2017 10:51:40;4.403536977;0.21221865;6012.861736;9.514469453
140.000008;16.691182;18.301885;44.480471;48.056287;231.769531;39.979307;-0.050653;29.045853;14.7;0;0;0;0;0;0;0;05/05/2017 10:51:45;5.919047619;0.296825397;5761.904762;9.480952381
144.999294;16.676784;18.404735;45.570939;48.565825;232.768444;39.936841;-0.062674;28.937594;14.67;0;0;0;0;0;0;0;05/05/2017 10:51:50;7.993680885;0.399684044;5734.597156;9.470774092
149.999579;16.758612;18.450248;45.140085;47.689722;234.680565;40.273313;-0.068399;28.890186;14.65;0;0;0;0;0;0;0;05/05/2017 10:51:55;9.198425197;0.467716535;5716.535433;9.51023622
154.999866;16.796373;18.508576;44.503708;48.307601;236.360162;40.369674;-0.109559;28.873912;14.64;0;0;0;0;0;0;0;05/05/2017 10:52:00;10.80974843;0.536163522;5707.54717;9.512578616
159.999152;16.800877;18.421765;43.205045;47.95928;236.569047;40.800423;-0.075388;28.96899;14.67;0;0;0;0;0;0;0;05/05/2017 10:52:05;11.85150079;0.590837283;5734.597156;9.557661927
164.999437;16.772438;18.444441;44.123699;47.69024;236.736768;40.287756;-0.082388;28.821035;14.68;0;0;0;0;0;0;0;05/05/2017 10:52:10;13.24525316;0.661392405;5917.721519;9.590189873
169.999723;16.7485;18.608712;45.733472;50.853493;235.552703;39.569925;-0.067832;28.725819;14.58;0;0;0;0;0;0;0;05/05/2017 10:52:15;13.89563863;0.702492212;5654.205607;9.440809969
175.00001;16.682477;18.620084;43.925514;54.290733;232.982377;39.231262;-0.050082;28.709628;14.56;0;0;0;0;0;0;0;05/05/2017 10:52:20;15.13354037;0.751552795;5807.453416;9.411490683
179.999295;16.618349;18.477009;38.307925;61.816088;225.192088;39.149941;-0.033655;28.696621;14.71;0;0;0;0;0;0;0;05/05/2017 10:52:25;16.75357711;0.839427663;6120.826709;9.653418124
184.999581;16.760594;18.498956;36.01116;64.296781;220.563356;38.719749;-0.019195;28.735938;14.92;0;0;0;0;0;0;0;05/05/2017 10:52:30;18.20065789;0.904605263;6332.236842;10.02302632
189.999867;16.807656;18.4354;38.945505;66.130681;217.641703;38.824422;-0.040198;28.995746;15.16;0;0;0;0;0;0;0;05/05/2017 10:52:35;20.22945205;1.017123288;6592.465753;10.35958904
194.999154;16.825788;18.522782;45.290872;69.215588;217.223459;38.620078;-0.061921;28.988697;15.31;0;0;0;0;0;0;0;05/05/2017 10:52:40;22;1.101933216;6766.256591;10.05272408
199.999439;16.730679;18.440302;49.567421;72.098528;217.365872;39.187688;-0.06247;29.035944;15.35;0;0;0;0;0;0;0;05/05/2017 10:52:45;22.89557522;1.148672566;6814.159292;9.890265487
204.999725;16.78957;18.427539;49.065246;73.935237;218.066532;40.180683;-0.06506;28.83211;15.41;0;0;0;0;0;0;0;05/05/2017 10:52:50;23.84973166;1.200357782;6887.298748;9.740608229
210.000011;16.834533;18.626067;52.021492;75.484666;217.698664;39.470896;-0.061073;28.848491;15.29;0;0;0;0;0;0;0;05/05/2017 10:52:55;24.25394046;1.213660245;6742.556918;9.439579685
215.001297;16.876988;18.528279;51.069429;75.703573;217.742121;39.133753;-0.034764;28.9057;15.28;0;0;0;0;0;0;0;05/05/2017 10:53:00;24.96153846;1.25;6730.769231;9.403846154
219.999583;16.833297;18.526583;50.661984;75.366958;216.885536;38.539216;-0.08071;28.89688;15.25;0;0;0;0;0;0;0;05/05/2017 10:53:05;25.23304348;1.262608696;6504.347826;9.393043478
224.999869;16.678275;18.690765;53.008051;76.021854;214.476613;38.781549;-0.07478;28.889517;15.29;0;0;0;0;0;0;0;05/05/2017 10:53:10;25.71803853;1.290718039;6742.556918;9.478108581
229.999156;16.835886;18.784829;54.924616;77.870687;212.919968;39.416449;-0.06374;28.820734;15.44;0;0;0;0;0;0;0;05/05/2017 10:53:15;26.68884892;1.325539568;7320.143885;9.694244604
234.999441;16.856775;18.615772;52.853147;79.988103;213.013195;39.942417;-0.07217;28.858407;15.48;0;0;0;0;0;0;0;05/05/2017 10:53:20;26.92210145;1.355072464;7572.463768;9.684782609
239.999727;16.796648;18.592592;52.898223;80.498769;212.788687;39.486845;-0.077925;28.897325;15.59;0;0;0;0;0;0;0;05/05/2017 10:53:25;27.36783734;1.362292052;7929.759704;9.597042514
245.000013;16.938287;18.647916;50.296167;80.181543;213.047801;39.515543;-0.083129;28.910714;15.58;0;0;0;0;0;0;0;05/05/2017 10:53:30;27.17527675;1.359778598;8321.03321;9.457564576
249.999299;17.148284;18.866921;56.444445;84.097486;212.271164;39.610262;-0.100019;28.800339;15.55;0;0;0;0;0;0;0;05/05/2017 10:53:35;26.74311927;1.332110092;8678.899083;9.365137615
254.999585;16.886892;18.768402;61.73302;89.494855;211.769854;39.745915;-0.092548;28.832484;15.51;0;0;0;0;0;0;0;05/05/2017 10:53:40;26.36794171;1.322404372;8816.029144;9.276867031
259.999871;16.814295;18.643187;63.363481;93.869106;211.069637;40.331674;-0.066544;28.924068;15.49;0;0;0;0;0;0;0;05/05/2017 10:53:45;26.07259528;1.297640653;8983.666062;9.263157895
264.999157;16.864405;18.558159;66.628921;99.738609;210.00711;41.123308;-0.029465;28.848166;15.54;0;0;0;0;0;0;0;05/05/2017 10:53:50;26.15018315;1.30952381;9267.399267;9.347985348
269.999443;16.986303;18.65925;68.327956;103.70737;209.067633;40.882956;-0.058734;28.847747;15.62;0;0;0;0;0;0;0;05/05/2017 10:53:55;26.47769517;1.328996283;8996.282528;9.507434944
274.999729;16.949349;18.826522;69.106556;107.513707;208.845547;40.72829;-0.076619;28.828308;15.63;0;0;0;0;0;0;0;05/05/2017 10:54:00;26.46554935;1.331471136;9217.877095;9.504655493
280.000015;16.879491;18.892589;68.821848;111.265707;208.166268;40.712634;-0.101644;28.781582;15.66;0;0;0;0;0;0;0;05/05/2017 10:54:05;26.55243446;1.31835206;9887.640449;9.537453184
284.999301;16.842164;18.786177;73.324905;115.981711;207.803514;40.355243;-0.131233;29.001056;15.72;0;0;0;0;0;0;0;05/05/2017 10:54:10;26.79166667;1.333333333;10416.66667;9.604166667
289.999587;16.958766;18.801023;74.457343;117.048836;208.091428;40.046302;-0.114898;28.896348;15.71;0;0;0;0;0;0;0;05/05/2017 10:54:15;26.65784499;1.330812854;10189.03592;9.502835539
294.999873;16.949693;18.819827;73.265465;118.937233;208.459277;40.411858;-0.097049;28.800534;15.7;0;0;0;0;0;0;0;05/05/2017 10:54:20;26.5245283;1.328301887;10169.81132;9.464150943
299.999159;16.933851;18.796604;72.866628;118.933177;209.628316;40.972867;-0.076815;28.732635;15.71;0;0;0;0;0;0;0;05/05/2017 10:54:25;26.44990548;1.330812854;10604.91493;9.461247637
304.999445;16.748339;18.808368;67.507916;119.401495;209.456433;40.603935;-0.110077;28.774992;15.75;0;0;0;0;0;0;0;05/05/2017 10:54:30;26.56761905;1.32;10895.2381;9.47047619
309.999731;16.74826;18.860646;68.488074;119.470432;209.660625;40.408376;-0.104139;28.813587;15.79;0;0;0;0;0;0;0;05/05/2017 10:54:35;26.64491363;1.330134357;10978.88676;9.479846449
315.000017;16.815803;19.037262;68.517983;122.834758;209.878778;40.616534;-0.112722;28.931451;15.75;0;0;0;0;0;0;0;05/05/2017 10:54:40;26.37904762;1.32;10685.71429;9.386666667
319.999303;16.937913;18.994188;70.291806;123.372737;210.209604;41.377133;-0.108263;28.9018;15.71;0;0;0;0;0;0;0;05/05/2017 10:54:45;26.09640832;1.310018904;10604.91493;9.29489603
324.999589;16.84096;18.92964;72.508123;122.107911;209.360519;41.177971;-0.134438;28.899358;15.68;0;0;0;0;0;0;0;05/05/2017 10:54:50;25.88721805;1.302631579;11165.41353;9.242481203
329.999875;16.842016;18.760621;72.294098;121.251531;208.797917;39.930945;-0.130919;28.932653;15.71;0;0;0;0;0;0;0;05/05/2017 10:54:55;26.01323251;1.310018904;11436.67297;9.29489603
334.999161;16.800469;18.596327;74.11516;123.503057;207.935735;40.283215;-0.11358;28.932627;15.76;0;0;0;0;0;0;0;05/05/2017 10:55:00;26.26145038;1.322519084;11545.80153;9.383587786
339.999447;16.882004;18.733782;72.23394;130.296178;207.969729;40.630355;-0.111923;28.796362;15.79;0;0;0;0;0;0;0;05/05/2017 10:55:05;26.43378119;1.330134357;11190.01919;9.437619962
344.999733;16.969075;18.944218;69.101058;134.753531;207.34209;40.852502;-0.144875;28.640653;15.79;0;0;0;0;0;0;0;05/05/2017 10:55:10;26.45489443;1.330134357;11190.01919;9.437619962
350.000019;16.953185;18.998732;68.993178;140.58461;206.794086;40.418085;-0.127295;28.725173;15.81;0;0;0;0;0;0;0;05/05/2017 10:55:15;26.62042389;1.335260116;11445.08671;9.452793834
354.999305;16.980094;18.935179;70.265576;146.138115;205.402594;40.61;-0.095961;28.790381;15.86;0;0;0;0;0;0;0;05/05/2017 10:55:20;26.98638132;1.348249027;11770.42802;9.544747082
359.999591;16.877303;18.905391;71.20629;150.135046;204.054043;40.176649;-0.074235;28.783683;15.86;0;0;0;0;0;0;0;05/05/2017 10:55:25;27.09338521;1.348249027;11984.4358;9.523346304
364.999877;16.831172;19.020432;72.582869;153.269997;202.8718;39.820409;-0.036866;28.748744;15.91;0;0;0;0;0;0;0;05/05/2017 10:55:30;27.64047151;1.383104126;12102.1611;9.57367387
369.999163;16.944221;19.048095;71.432547;155.311841;201.925951;40.329805;-0.041628;28.831616;16.04;0;0;0;0;0;0;0;05/05/2017 10:55:35;28.63104839;1.441532258;12641.12903;9.669354839
374.999449;16.916073;19.010654;70.340457;155.505079;201.101292;40.325823;-0.037705;28.878581;16.09;0;0;0;0;0;0;0;05/05/2017 10:55:40;29.46028513;1.478615071;12545.82485;9.678207739
379.999735;16.880246;18.991047;70.357937;157.855058;201.351444;40.030383;-0.066428;28.802128;16.13;0;0;0;0;0;0;0;05/05/2017 10:55:45;30.10882957;1.513347023;12422.99795;9.599589322
385.000021;16.879021;19.020356;72.645413;159.467649;202.76322;40.010245;-0.063055;28.863639;16.15;0;0;0;0;0;0;0;05/05/2017 10:55:50;30.91340206;1.542268041;12247.42268;9.548453608
389.999307;16.805767;19.050792;71.583004;160.503791;203.725044;39.063193;-0.067326;28.829184;16.14;0;0;0;0;0;0;0;05/05/2017 10:55:55;31.27983539;1.561728395;11995.88477;9.393004115
394.999593;16.583298;19.224222;72.240057;162.406684;204.2044;39.420656;-0.087895;28.856625;16.1;0;0;0;0;0;0;0;05/05/2017 10:56:00;31.56326531;1.571428571;11673.46939;9.271428571
399.999879;16.621611;19.187406;71.654112;163.434735;204.013543;39.39439;-0.095872;28.82214;16.08;0;0;0;0;0;0;0;05/05/2017 10:56:05;31.68089431;1.587398374;11626.01626;9.211382114
404.999165;16.781766;19.137821;68.980216;165.359409;203.84603;39.873415;-0.122145;28.768227;16;0;0;0;0;0;0;0;05/05/2017 10:56:10;31.372;1.562;11440;9.042
409.999451;17.025617;19.137169;71.263801;166.467738;204.024393;39.831714;-0.094961;28.778378;16;0;0;0;0;0;0;0;05/05/2017 10:56:15;31.372;1.562;11440;9.042
414.999737;17.056657;19.109885;74.566334;164.783639;205.449903;40.798202;-0.08161;28.865688;16.03;0;0;0;0;0;0;0;05/05/2017 10:56:20;31.47283702;1.571428571;11509.05433;9.096579477
420.000023;16.922249;19.219955;70.225529;163.738314;206.857799;40.264391;-0.104334;28.77662;16;0;0;0;0;0;0;0;05/05/2017 10:56:25;30.932;1.54;11000;9.042
424.999309;16.95073;19.386661;69.738449;163.986502;208.457756;40.211404;-0.108429;28.718938;16;0;0;0;0;0;0;0;05/05/2017 10:56:30;30.712;1.54;11000;9.042
429.999595;16.918989;19.414291;74.485722;164.330221;209.89643;40.633352;-0.082258;28.748498;15.96;0;0;0;0;0;0;0;05/05/2017 10:56:35;30.2718254;1.505952381;10694.44444;8.970238095
434.999881;16.836231;19.335719;73.980979;163.353471;211.455502;40.292863;-0.086266;28.739537;15.9;0;0;0;0;0;0;0;05/05/2017 10:56:40;29.7;1.488235294;10352.94118;8.864705882
439.999166;16.918827;19.369946;73.785881;163.460541;214.47425;40.614976;-0.032374;28.782981;15.81;0;0;0;0;0;0;0;05/05/2017 10:56:45;29.05780347;1.462427746;10173.4104;8.859344894
444.999453;16.983269;19.326706;72.515501;165.323312;216.888895;40.386404;-0.049682;28.828993;15.82;0;0;0;0;0;0;0;05/05/2017 10:56:50;29.13513514;1.465250965;10405.40541;8.897683398
449.999739;16.968319;19.347354;68.275622;166.434945;220.039242;40.670908;-0.044777;28.803377;15.79;0;0;0;0;0;0;0;05/05/2017 10:56:55;29.03071017;1.45681382;10345.48944;8.888675624
455.000025;16.970246;19.364351;68.330722;165.17899;223.309052;40.751543;-0.052228;28.808903;15.79;0;0;0;0;0;0;0;05/05/2017 10:57:00;29.32629559;1.45681382;10345.48944;9.078694818
459.99931;16.928139;19.445521;70.008598;163.389632;226.946105;41.666943;-0.085667;28.81543;15.75;0;0;0;0;0;0;0;05/05/2017 10:57:05;29.31238095;1.466666667;10057.14286;9.03047619
464.999597;16.80155;19.544717;69.49921;161.724025;230.25536;42.411617;-0.083885;28.887598;15.58;0;0;0;0;0;0;0;05/05/2017 10:57:10;28.63653137;1.44095941;9741.697417;8.970479705
469.999883;16.790445;19.537587;71.808545;163.128366;231.480023;42.435614;-0.046241;28.902921;15.39;0;0;0;0;0;0;0;05/05/2017 10:57:15;28.05882353;1.411764706;8627.45098;8.921568627
474.999168;16.850961;19.559941;71.204321;164.856352;232.108912;42.0735;-0.047253;28.829496;15.36;0;0;0;0;0;0;0;05/05/2017 10:57:20;28.22163121;1.404255319;8191.489362;9.147163121
479.999454;17.127122;19.473005;70.467293;164.933153;232.327519;41.678777;-0.075796;28.797982;15.37;0;0;0;0;0;0;0;05/05/2017 10:57:25;28.77975133;1.445825933;8401.420959;9.261101243
484.999741;17.086214;19.392224;69.604561;164.558709;233.291101;42.070614;-0.087541;28.779895;15.33;0;0;0;0;0;0;0;05/05/2017 10:57:30;29.17813051;1.455026455;8536.155203;9.292768959
490.000027;17.022028;19.521864;70.306505;162.178852;234.141579;42.793213;-0.119537;28.671465;15.34;0;0;0;0;0;0;0;05/05/2017 10:57:35;29.69611307;1.477031802;8745.583039;9.328621908
494.999312;16.983264;19.56387;72.452706;162.237973;233.345706;43.164357;-0.138283;28.604708;15.29;0;0;0;0;0;0;0;05/05/2017 10:57:40;29.95621716;1.50262697;8861.646235;9.26619965
499.999599;17.048688;19.552984;70.842876;164.56272;230.864556;42.734308;-0.057024;28.748527;15.25;0;0;0;0;0;0;0;05/05/2017 10:57:45;30.68521739;1.530434783;9182.608696;9.27826087
504.999885;16.902599;19.605693;69.300747;164.699421;229.732265;42.703656;-0.033252;28.855556;15.26;0;0;0;0;0;0;0;05/05/2017 10:57:50;31.85017422;1.590592334;9198.606272;9.332752613
509.99917;16.93778;19.690633;70.050412;164.936456;227.786227;42.398147;-0.074359;28.877343;15.38;0;0;0;0;0;0;0;05/05/2017 10:57:55;33.37188612;1.663701068;9395.017794;9.551601423
514.999456;16.939312;19.568312;72.610718;163.99674;226.50324;41.998719;-0.085364;28.913197;15.51;0;0;0;0;0;0;0;05/05/2017 10:58:00;35.52459016;1.783242259;9617.486339;9.757741348
519.999743;16.915679;19.547484;73.839648;162.969809;225.731505;41.992812;-0.10537;28.851549;15.55;0;0;0;0;0;0;0;05/05/2017 10:58:05;36.69357798;1.836697248;9688.073394;9.829357798
525.000029;16.985926;19.539462;72.547378;164.521142;225.971238;42.040625;-0.109064;28.860252;15.6;0;0;0;0;0;0;0;05/05/2017 10:58:10;37.92962963;1.894444444;9777.777778;9.92037037
529.999314;17.019262;19.503635;69.166902;163.767647;226.140886;42.146281;-0.106494;28.843374;15.64;0;0;0;0;0;0;0;05/05/2017 10:58:15;39.46455224;1.970149254;9850.746269;9.994402985
534.9996;16.962954;19.514549;70.409658;163.416153;226.020984;41.480252;-0.090427;28.903178;15.64;0;0;0;0;0;0;0;05/05/2017 10:58:20;40.55223881;2.031716418;9850.746269;9.994402985
539.999887;16.900562;19.640182;70.363982;164.338787;224.904066;41.413902;-0.050418;28.790528;15.65;0;0;0;0;0;0;0;05/05/2017 10:58:25;41.28598131;2.056074766;9869.158879;9.76635514
544.999172;16.939019;19.72258;71.238514;163.778573;224.250096;41.611854;-0.04658;28.666476;15.66;0;0;0;0;0;0;0;05/05/2017 10:58:30;42.20786517;2.101123596;9475.655431;9.537453184
549.999458;16.948045;19.733174;73.308304;164.345885;222.987563;41.431908;-0.064056;28.626968;15.62;0;0;0;0;0;0;0;05/05/2017 10:58:35;42.36431227;2.126394052;9200.743494;9.384758364
554.999744;16.915316;19.675611;74.145744;164.381287;222.589013;41.159901;-0.058787;28.665345;15.64;0;0;0;0;0;0;0;05/05/2017 10:58:40;42.91231343;2.154850746;9235.074627;9.378731343
560.00003;16.844462;19.73745;73.250674;163.489802;222.901983;42.07733;-0.057731;28.729889;15.64;0;0;0;0;0;0;0;05/05/2017 10:58:45;43.42537313;2.175373134;9235.074627;9.337686567
564.999316;16.818012;19.720123;73.429232;164.088801;223.08882;41.958925;-0.03188;28.727112;15.65;0;0;0;0;0;0;0;05/05/2017 10:58:50;43.65046729;2.179439252;9457.943925;9.355140187
569.999602;16.910254;19.856512;74.835583;164.447133;223.066963;42.00426;-0.052249;28.728498;15.64;0;0;0;0;0;0;0;05/05/2017 10:58:55;43.6511194;2.175373134;9645.522388;9.337686567
574.999888;17.00328;19.771757;72.59529;163.676824;221.789455;41.779752;-0.077047;28.842569;15.69;0;0;0;0;0;0;0;05/05/2017 10:59:00;44.14500942;2.216572505;10150.65913;9.404896422
579.999174;16.974403;19.749764;68.841356;164.619578;222.009777;41.203604;-0.096892;28.690361;15.68;0;0;0;0;0;0;0;05/05/2017 10:59:05;44.08270677;2.212406015;10338.34586;9.387218045
584.99946;16.975471;19.780839;66.336975;165.838189;222.045118;41.591943;-0.09713;28.640229;15.66;0;0;0;0;0;0;0;05/05/2017 10:59:10;43.97940075;2.20411985;10711.61049;9.352059925
589.999746;16.929699;19.913503;67.718435;164.740501;222.816455;41.898884;-0.118783;28.645454;15.67;0;0;0;0;0;0;0;05/05/2017 10:59:15;44.08255159;2.208255159;10731.70732;9.369606004
595.000032;16.868392;20.023297;68.991405;165.15847;223.458893;42.215992;-0.116207;28.663347;15.66;0;0;0;0;0;0;0;05/05/2017 10:59:20;43.97940075;2.20411985;10917.603;9.352059925
599.999318;16.854241;20.060711;70.827298;165.080832;224.277917;41.903839;-0.127238;28.70223;15.64;0;0;0;0;0;0;0;05/05/2017 10:59:25;43.73320896;2.195895522;10876.86567;9.317164179
604.999604;16.875601;19.991975;71.633548;164.631829;224.592811;41.812692;-0.110412;28.662225;15.64;0;0;0;0;0;0;0;05/05/2017 10:59:30;43.58955224;2.175373134;10671.64179;9.317164179
609.99989;16.866802;19.964308;75.021065;164.51358;226.979601;42.123208;-0.087333;28.615193;15.64;0;0;0;0;0;0;0;05/05/2017 10:59:35;43.30223881;2.175373134;10466.41791;9.296641791
614.999176;16.948321;19.989006;74.479388;164.447128;230.002374;42.296708;-0.093161;28.615097;15.64;0;0;0;0;0;0;0;05/05/2017 10:59:40;43.05597015;2.154850746;10261.19403;9.296641791
619.999462;16.959194;20.053304;72.956834;164.217604;232.556451;42.401296;-0.099481;28.727184;15.64;0;0;0;0;0;0;0;05/05/2017 10:59:45;42.625;2.134328358;10261.19403;9.296641791
624.999748;17.013343;20.162701;71.422404;164.988559;234.611047;42.83611;-0.10006;28.693502;15.46;0;0;0;0;0;0;0;05/05/2017 10:59:50;40.8032491;2.045126354;9927.797834;8.974729242
630.000034;17.119694;20.183553;72.415194;163.916617;234.9346;42.868585;-0.08455;28.737855;15.34;0;0;0;0;0;0;0;05/05/2017 10:59:55;39.66607774;1.982332155;9717.314488;8.803886926
634.99932;16.9486;20.206339;72.19049;163.916231;235.278076;42.787117;-0.104625;28.718119;15.32;0;0;0;0;0;0;0;05/05/2017 11:00:00;39.27464789;1.955985915;9683.098592;8.830985915
639.999606;16.785694;20.296151;71.744721;164.439027;235.455857;43.742911;-0.109031;28.734797;15.3;0;0;0;0;0;0;0;05/05/2017 11:00:05;38.82807018;1.949122807;9649.122807;8.935087719
644.999892;16.836256;20.335301;70.825847;163.261284;235.946962;44.289729;-0.087987;28.697411;15.17;0;0;0;0;0;0;0;05/05/2017 11:00:10;37.77358491;1.886792453;9433.962264;9.037735849
649.999178;16.884337;20.194132;73.881069;163.292188;235.576767;43.482213;-0.065611;28.64593;15.3;0;0;0;0;0;0;0;05/05/2017 11:00:15;38.57719298;1.929824561;9456.140351;9.321052632
654.999464;16.894842;20.198048;75.412818;164.166252;234.887796;43.020287;-0.079623;28.518866;15.46;0;0;0;0;0;0;0;05/05/2017 11:00:20;39.71119134;1.985559567;9927.797834;9.590252708
659.99975;17.004723;20.268541;73.020703;166.503828;234.634419;43.013063;-0.087156;28.491264;15.37;0;0;0;0;0;0;0;05/05/2017 11:00:25;39.330373;1.973357016;9964.476021;9.456483126
665.000036;16.970992;20.181224;68.411555;165.917908;234.655072;43.552281;-0.071159;28.593259;15.37;0;0;0;0;0;0;0;05/05/2017 11:00:30;39.58436945;1.973357016;9964.476021;9.456483126
669.999322;16.90587;20.203722;67.209337;162.748709;233.850739;43.395153;-0.095073;28.74859;15.42;0;0;0;0;0;0;0;05/05/2017 11:00:35;40.27419355;2.010752688;10645.16129;9.521505376
674.999608;16.84015;20.236779;68.634365;160.765249;234.11894;44.037382;-0.076884;28.612613;15.42;0;0;0;0;0;0;0;05/05/2017 11:00:40;40.88530466;2.050179211;10842.29391;9.521505376
679.999894;16.910244;20.38442;70.206045;160.701701;236.217969;43.957544;-0.077183;28.53274;15.37;0;0;0;0;0;0;0;05/05/2017 11:00:45;40.97158082;2.051509769;10941.38544;9.436944938
